timestamp_utc,experiment,arm,status,purpose,architecture,input_size,preprocessing,augmentation,laterality,sampler,loss,training_stages,optimizer,learning_rates,weight_decay,batch_size,selection_rule,evaluation_split,selected_epoch,accuracy,qwk,macro_precision,macro_recall,macro_f1,grade1_recall,macro_ap,macro_auc,heatmap_method,artifact_dir,decision_notes
2026-07-21 15:07:17.633270,DENSENET121 - Canonical Final Linear CAM (CE + Laterality Canonicalization + Native CAM),not applicable,completed,"This run trained the canonicalfinallinearcam DenseNet-121 architecture for all 30 configured epochs. Right knees were mirrored into the same anatomical orientation as left knees, random horizontal flipping was removed, and a 1x1 convolution produced five spatial grade maps whose global means were the five CE logits. The validation composite selected epoch 23 (0.7241) rather than the maximum-QWK epoch 26. The selected checkpoint achieved test Accuracy 0.6534 (95% CI: 0.6291 - 0.6776) and QWK 0.8238 (95% CI: 0.8055 - 0.8419).",canonicalfinallinearcam,"384x384 (resize to 400x400, then crop)",Square-pad complete ROI; LAB CLAHE; resize 400x400; train random crop or validation/test center crop to 384x384; ToTensor; ImageNet normalization,Laterality canonicalization before transforms; horizontal flip disabled; mild rotation/brightness/contrast pipeline; Random Erasing p=0.10; minority augmentation disabled,True; right knees mirrored before transforms,True; full inverse-frequency (samplerpower=1.0),Cross-Entropy (CE),30 (5 warm-up + 15 coarse + 10 fine-tune),not reported,not reported,not reported,48 / enabled / Tesla T4,Epoch 23; validation selection score 0.7241,historical Kaggle train/validation/test split; patient grouping not documented,Epoch 23; validation selection score 0.7241,0.6534,0.8238,0.68,0.68,0.68,0.49,0.7311,0.8978,Five bias-free 1x1 class maps; global spatial mean logits; positive predicted-grade native CAM,docs/report/dense_net_121/runs/2026-07-21_15-07-17_canonical_final_linear_cam,not reported
2026-07-24 01:12:36.714882,GRAD-CAM VS NATIVE CAM,not reported,completed,"The controlled audit found no demonstrated superiority for either method. DenseNet map correlation was 1.0000, mean absolute pixel difference was 0.00014, and maximum difference was 0.001359. Native CAM had a tiny anatomy-score advantage (+0.00097) while Grad-CAM had a tiny occlusion-correlation advantage (+0.00007). The result is operational equivalence, not evidence that native CAM localizes disease better.",not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,not reported,,,,,,,,,Final-layer Grad-CAM compared with native CAM,,"No demonstrated superiority; retain native CAM for cheaper, structurally faithful inference."
2026-07-25 00:34:38,Orientation augmentation ablation,canonical_baseline,completed,Compare canonicalization with natural-orientation augmentation,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8196,,,0.698,0.4575,0.7193,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_00-34-38_orientation_augmentation_ablation,validation winner; later rejected by project requirement
2026-07-25 00:34:38,Orientation augmentation ablation,natural_flip,completed,Compare canonicalization with natural-orientation augmentation,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8053,,,0.682,0.3987,0.7119,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_00-34-38_orientation_augmentation_ablation,selected non-canonical arm; test QWK 0.8224
2026-07-25 00:34:38,Orientation augmentation ablation,natural_flip_mild_affine,completed,Compare canonicalization with natural-orientation augmentation,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8011,,,0.68,0.3072,0.7067,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_00-34-38_orientation_augmentation_ablation,rejected
2026-07-25 06:30:25,Non-canonical loss ablation,CE,completed,Compare CE and ordinal objectives under one split/config,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,CE,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,0.6465,0.8083,,,0.6819,0.3856,0.731,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_06-30-25_final_noncanonical_loss_ablation,selected; locked test QWK 0.8197
2026-07-25 06:30:25,Non-canonical loss ablation,CE + 0.25 PD-2,completed,Compare CE and ordinal objectives under one split/config,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,CE + 0.25 PD-2,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,0.6453,0.8066,,,0.6783,0.4314,0.7308,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_06-30-25_final_noncanonical_loss_ablation,rejected: no composite gain
2026-07-25 06:30:25,Non-canonical loss ablation,ordinal PD-2,completed,Compare CE and ordinal objectives under one split/config,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,ordinal PD-2,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,0.3862,0.6679,,,0.3352,0.8824,0.3521,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_06-30-25_final_noncanonical_loss_ablation,rejected: severe class trade-off
2026-07-25 06:30:25.175448,DENSENET121 - Final Natural-Orientation Loss Ablation,CE; ordinal PD-2; CE + 0.25 ordinal PD-2,selected/deployed for external audit,"This controlled experiment compared standard Cross-Entropy (CE), ordinal PD-2, and CE plus ordinal PD-2 under the same split, seed, sampler, augmentation, training schedule, and five-map native-CAM architecture. It retained natural left/right orientation, used horizontal flipping only as training augmentation, square-padded the complete knee ROI, and resized directly to 384x384 without a center crop. CE was selected at epoch 24 by the validation-only composite score. Its final labeled test results were Accuracy 0.6504, QWK 0.8197, macro F1 0.6823, Average Precision 0.7309, and ROC AUC 0.8935.",finallinearnativecam,384x384 direct resize after square padding,"Square pad, LAB-space CLAHE (clipLimit=2.0, tileGridSize=8x8), direct resize to 384x384, ImageNet normalization","Horizontal flip p=0.50; rotation +/-5 degrees; brightness and contrast jitter 0.08; random erasing p=0.10, scale 0.02-0.05, ratio 0.5-2.0",Disabled; left and right knees retain their natural orientation,"Full inverse-frequency WeightedRandomSampler, replacement enabled, one sampled epoch equal to the training-set size","Cross-Entropy (CE), selected",30 epochs: 5 head warm-up + 15 coarse fine-tuning + 10 full fine-tuning,AdamW,lr_warmup=3e-4; lr_coarse_head=3e-4; lr_coarse_backbone=3e-5; lr_finetune=1e-5; lr_standard=3e-4,1e-4,48 / 4 persistent workers,Validation only: 0.55QWK + 0.30macroF1 + 0.15macroAP,historical Kaggle train/validation/test split; patient grouping not documented,24 (fine-tune),0.6504,0.8197,0.6867,0.6804,0.6823,0.3953,0.7309,0.8935,Five 1x1 class maps; logits are their spatial means; native CAM is the positive map for the selected grade,docs/report/dense_net_121/runs/2026-07-25_06-30-25_final_noncanonical_loss_ablation,Retain CE for classification; external CAM localization is not production-grade.
2026-07-25 23:48:22,Preprocessing quality ablation,clahe1_25_then_pad,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,clahe1_25_then_pad,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,30,0.6695,0.8274,,,0.7061,0.5294,0.7411,0.8951,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,validation winner
2026-07-25 23:48:22,Preprocessing quality ablation,clahe1_25_then_pad_acquisition_robust,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,clahe1_25_then_pad_acquisition_robust,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,30,0.6477,0.8082,,,0.693,0.4837,0.7458,0.8941,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,rejected: AP gain but lower QWK/F1
2026-07-25 23:48:22,Preprocessing quality ablation,clahe2_then_pad,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,clahe2_then_pad,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,27,0.6598,0.8176,,,0.6879,0.4248,0.7341,0.8896,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,rejected
2026-07-25 23:48:22,Preprocessing quality ablation,pad_then_clahe2,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,pad_then_clahe2,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,30,0.6489,0.811,,,0.6867,0.4314,0.7317,0.8881,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,baseline
2026-07-25 23:48:22,Preprocessing quality ablation,percentile_1_99_then_pad,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,percentile_1_99_then_pad,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,27,0.6671,0.8242,,,0.6797,0.4444,0.731,0.8964,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,rejected
2026-07-25 23:48:22,Preprocessing quality ablation,raw_then_pad,completed,Compare deterministic contrast and padding order,"timm DenseNet-121, linear 1024-to-5 head",384x384,raw_then_pad,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,29,0.6489,0.8117,,,0.681,0.4444,0.7305,0.8899,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-25_23-48-22_preprocessing_quality_ablation,rejected
2026-07-26 06:44:07,Preprocessing confirmation,clahe1_25_then_pad,completed,Uninterrupted two-arm confirmation,"timm DenseNet-121, linear 1024-to-5 head",384x384,clahe1_25_then_pad,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8142,,,0.6846,0.4837,0.7366,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-26_06-44-07_preprocessing_confirmation,confirmed for subsequent training
2026-07-26 06:44:07,Preprocessing confirmation,pad_then_clahe2,completed,Uninterrupted two-arm confirmation,"timm DenseNet-121, linear 1024-to-5 head",384x384,pad_then_clahe2,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8065,,,0.6878,0.4314,0.7316,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-26_06-44-07_preprocessing_confirmation,control
2026-07-28 04:58:51,ROI robustness ablation,geometry_plus_acquisition,completed,Test geometry/acquisition robustness without changing loss,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8,,,0.6625,0.451,0.7329,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-28_04-58-51_roi_robustness_ablation,rejected
2026-07-28 04:58:51,ROI robustness ablation,roi_geometry_jitter,completed,Test geometry/acquisition robustness without changing loss,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.7999,,,0.6797,0.451,0.7371,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-28_04-58-51_roi_robustness_ablation,rejected
2026-07-28 04:58:51,ROI robustness ablation,single_cutout_control,completed,Test geometry/acquisition robustness without changing loss,"timm DenseNet-121, linear 1024-to-5 head",384x384,,,natural orientation; training flip only,full inverse-frequency WeightedRandomSampler,cross-entropy,5 head warm-up + 15 coarse + 10 full fine-tune,AdamW,3e-4; backbone/head 3e-5/3e-4; full 1e-5,1e-4 then 1e-3,48,validation: 0.55 QWK + 0.30 macro F1 + 0.15 macro AP,validation,,,0.8177,,,0.6836,0.4641,0.7526,,final-layer Grad-CAM unless stated otherwise,docs/report/dense_net_121/runs/2026-07-28_04-58-51_roi_robustness_ablation,retained control; no candidate passed all gates
